Item	workerid	Rating	Partitive	StrengthSome	Mention	Subjecthood	Modification	Sentence	SentenceLength	Trial
146618:32	95	5	yes	5	med	other	modified	and then you would see see some of the others that  are were like distant from the other group	20	19
146618:32	103	7	yes	5	med	other	modified	and then you would see see some of the others that  are were like distant from the other group	20	19
146618:32	199	7	yes	5	med	other	modified	and then you would see see some of the others that  are were like distant from the other group	20	19
146618:32	192	5	yes	5	med	other	modified	and then you would see see some of the others that  are were like distant from the other group	20	19
146618:32	71	6	yes	5	med	other	modified	and then you would see see some of the others that  are were like distant from the other group	20	19
146618:32	216	6	yes	5	med	other	modified	and then you would see see some of the others that  are were like distant from the other group	20	19
146618:32	179	6	yes	5	med	other	modified	and then you would see see some of the others that  are were like distant from the other group	20	19
146618:32	88	5	yes	5	med	other	modified	and then you would see see some of the others that  are were like distant from the other group	20	19
146618:32	60	6	yes	5	med	other	modified	and then you would see see some of the others that  are were like distant from the other group	20	19
132148:16	231	2	no	6.1	new	other	unmodified	and there's probably some truth to that.	7	19
132148:16	146	7	no	6.1	new	other	unmodified	and there's probably some truth to that.	7	19
132148:16	187	3	no	6.1	new	other	unmodified	and there's probably some truth to that.	7	19
132148:16	40	2	no	6.1	new	other	unmodified	and there's probably some truth to that.	7	19
132148:16	239	6	no	6.1	new	other	unmodified	and there's probably some truth to that.	7	19
132148:16	191	4	no	6.1	new	other	unmodified	and there's probably some truth to that.	7	19
132148:16	37	2	no	6.1	new	other	unmodified	and there's probably some truth to that.	7	19
132148:16	90	2	no	6.1	new	other	unmodified	and there's probably some truth to that.	7	19
132148:16	65	7	no	6.1	new	other	unmodified	and there's probably some truth to that.	7	19
132148:16	107	2	no	6.1	new	other	unmodified	and there's probably some truth to that.	7	19
14769:69	187	4	no	6.3	med	other	unmodified	and what we have  to do  is, we have  to go, uh,  get some stuff, steal it, and then, you know, just resell it.	28	19
14769:69	75	5	no	6.3	med	other	unmodified	and what we have  to do  is, we have  to go, uh,  get some stuff, steal it, and then, you know, just resell it.	28	19
14769:69	193	1	no	6.3	med	other	unmodified	and what we have  to do  is, we have  to go, uh,  get some stuff, steal it, and then, you know, just resell it.	28	19
14769:69	79	7	no	6.3	med	other	unmodified	and what we have  to do  is, we have  to go, uh,  get some stuff, steal it, and then, you know, just resell it.	28	19
14769:69	191	2	no	6.3	med	other	unmodified	and what we have  to do  is, we have  to go, uh,  get some stuff, steal it, and then, you know, just resell it.	28	19
14769:69	61	2	no	6.3	med	other	unmodified	and what we have  to do  is, we have  to go, uh,  get some stuff, steal it, and then, you know, just resell it.	28	19
14769:69	129	6	no	6.3	med	other	unmodified	and what we have  to do  is, we have  to go, uh,  get some stuff, steal it, and then, you know, just resell it.	28	19
14769:69	88	1	no	6.3	med	other	unmodified	and what we have  to do  is, we have  to go, uh,  get some stuff, steal it, and then, you know, just resell it.	28	19
14769:69	131	1	no	6.3	med	other	unmodified	and what we have  to do  is, we have  to go, uh,  get some stuff, steal it, and then, you know, just resell it.	28	19
14769:69	168	5	no	6.3	med	other	unmodified	and what we have  to do  is, we have  to go, uh,  get some stuff, steal it, and then, you know, just resell it.	28	19
176780:98	201	4	no	6.3	new	other	modified	rodney got beat  up because he, he, you know, he pur-, you know, he involved himself in some sub, self-destructive behavior.	22	19
176780:98	95	2	no	6.3	new	other	modified	rodney got beat  up because he, he, you know, he pur-, you know, he involved himself in some sub, self-destructive behavior.	22	19
176780:98	199	2	no	6.3	new	other	modified	rodney got beat  up because he, he, you know, he pur-, you know, he involved himself in some sub, self-destructive behavior.	22	19
176780:98	109	4	no	6.3	new	other	modified	rodney got beat  up because he, he, you know, he pur-, you know, he involved himself in some sub, self-destructive behavior.	22	19
176780:98	77	1	no	6.3	new	other	modified	rodney got beat  up because he, he, you know, he pur-, you know, he involved himself in some sub, self-destructive behavior.	22	19
176780:98	168	4	no	6.3	new	other	modified	rodney got beat  up because he, he, you know, he pur-, you know, he involved himself in some sub, self-destructive behavior.	22	19
176780:98	214	3	no	6.3	new	other	modified	rodney got beat  up because he, he, you know, he pur-, you know, he involved himself in some sub, self-destructive behavior.	22	19
176780:98	187	5	no	6.3	new	other	modified	rodney got beat  up because he, he, you know, he pur-, you know, he involved himself in some sub, self-destructive behavior.	22	19
176780:98	72	3	no	6.3	new	other	modified	rodney got beat  up because he, he, you know, he pur-, you know, he involved himself in some sub, self-destructive behavior.	22	19
176780:98	136	2	no	6.3	new	other	modified	rodney got beat  up because he, he, you know, he pur-, you know, he involved himself in some sub, self-destructive behavior.	22	19
164858:59	214	6	no	6	med	subject	modified	there wasn't as many advanced placement courses , uh, when i was a senior  that some other schools had .	21	19
164858:59	193	1	no	6	med	subject	modified	there wasn't as many advanced placement courses , uh, when i was a senior  that some other schools had .	21	19
164858:59	143	7	no	6	med	subject	modified	there wasn't as many advanced placement courses , uh, when i was a senior  that some other schools had .	21	19
164858:59	43	5	no	6	med	subject	modified	there wasn't as many advanced placement courses , uh, when i was a senior  that some other schools had .	21	19
164858:59	130	5	no	6	med	subject	modified	there wasn't as many advanced placement courses , uh, when i was a senior  that some other schools had .	21	19
164858:59	187	4	no	6	med	subject	modified	there wasn't as many advanced placement courses , uh, when i was a senior  that some other schools had .	21	19
164858:59	241	1	no	6	med	subject	modified	there wasn't as many advanced placement courses , uh, when i was a senior  that some other schools had .	21	19
164858:59	67	3	no	6	med	subject	modified	there wasn't as many advanced placement courses , uh, when i was a senior  that some other schools had .	21	19
164858:59	50	7	no	6	med	subject	modified	there wasn't as many advanced placement courses , uh, when i was a senior  that some other schools had .	21	19
164858:59	84	7	no	6	med	subject	modified	there wasn't as many advanced placement courses , uh, when i was a senior  that some other schools had .	21	19
24802:122	46	3	no	6.2	med	other	modified	it's like if, if your father owns a grocery store and you're really interested in that, there's no reason that you should take college prep courses  when you can get some general business courses in high school .	39	19
24802:122	214	5	no	6.2	med	other	modified	it's like if, if your father owns a grocery store and you're really interested in that, there's no reason that you should take college prep courses  when you can get some general business courses in high school .	39	19
24802:122	187	1	no	6.2	med	other	modified	it's like if, if your father owns a grocery store and you're really interested in that, there's no reason that you should take college prep courses  when you can get some general business courses in high school .	39	19
24802:122	199	2	no	6.2	med	other	modified	it's like if, if your father owns a grocery store and you're really interested in that, there's no reason that you should take college prep courses  when you can get some general business courses in high school .	39	19
24802:122	181	5	no	6.2	med	other	modified	it's like if, if your father owns a grocery store and you're really interested in that, there's no reason that you should take college prep courses  when you can get some general business courses in high school .	39	19
24802:122	161	1	no	6.2	med	other	modified	it's like if, if your father owns a grocery store and you're really interested in that, there's no reason that you should take college prep courses  when you can get some general business courses in high school .	39	19
24802:122	88	2	no	6.2	med	other	modified	it's like if, if your father owns a grocery store and you're really interested in that, there's no reason that you should take college prep courses  when you can get some general business courses in high school .	39	19
24802:122	217	5	no	6.2	med	other	modified	it's like if, if your father owns a grocery store and you're really interested in that, there's no reason that you should take college prep courses  when you can get some general business courses in high school .	39	19
24802:122	136	5	no	6.2	med	other	modified	it's like if, if your father owns a grocery store and you're really interested in that, there's no reason that you should take college prep courses  when you can get some general business courses in high school .	39	19
